Channel,Video ID,Title,Published,Views,Likes,Comments,Duration,sentiment,confidence,positive_score,neutral_score,negative_score
NBC News,TlauY3C5HjE,LIVE: Trump and first lady Melania host trick-or-treaters at the White House | NBC NEWS,2025-10-30T22:46:12Z,12240,199,42,PT1H8M45S,NEUTRAL,0.9198335409164429,0.07242729514837265,0.9198335409164429,0.007739185355603695
NBC News,iS4Szs2uf5c,Meet the Press NOW — Oct. 30,2025-10-30T22:45:06Z,110656,723,179,PT50M9S,NEUTRAL,0.9459507465362549,0.048939019441604614,0.9459507465362549,0.005110226571559906
NBC News,Kx29R6pEBd8,How Zohran Mamdani is fueling a democratic socialism surge in NYC,2025-10-30T22:30:04Z,117961,1480,706,PT7M47S,NEUTRAL,0.835426390171051,0.06996593624353409,0.835426390171051,0.09460771828889847
NBC News,khDk8C2Uus0,"Trump claims every strike on alleged drug boats saves 25,000 Americans. It's not that simple.",2025-10-30T22:21:47Z,3144,18,9,PT2M13S,NEGATIVE,0.6755994558334351,0.03543265536427498,0.2889678478240967,0.6755994558334351
NBC News,je-APC2k1P4,King Charles to remove Prince Andrew’s titles and eject him from Royal lodge,2025-10-30T21:43:53Z,12501,119,67,PT4M4S,NEUTRAL,0.6407191753387451,0.019391262903809547,0.6407191753387451,0.3398895263671875
NBC News,0tOqiMOajHk,GOP leaders ‘not willing to promise anything’ on health care amid shutdown negotiations,2025-10-30T21:30:01Z,23423,76,55,PT6M57S,NEGATIVE,0.5305580496788025,0.012623284012079239,0.4568185806274414,0.5305580496788025
NBC News,f1tWxYts-eE,"Russia and China ‘gain more’ from nuclear testing than U.S., former nuclear agency chief says",2025-10-30T21:06:01Z,40913,262,195,PT15M35S,NEUTRAL,0.8942806124687195,0.08289097994565964,0.8942806124687195,0.022828437387943268
NBC News,FJZlMPP-uWY,Dr. Phil ordered to liquidate media company,2025-10-30T20:48:09Z,11898,198,46,PT38S,NEUTRAL,0.5796568393707275,0.024600939825177193,0.5796568393707275,0.395742267370224
NBC News,yGjtddhOnFU,Vance says testing nuclear weapons is an 'important part of American national security',2025-10-30T20:47:38Z,3309,23,11,PT36S,NEUTRAL,0.6932517290115356,0.29242759943008423,0.6932517290115356,0.014320708811283112
NBC News,5M7OP6Ankjo,Prince Andrew to have royal titles formally removed,2025-10-30T19:55:48Z,8447,114,19,PT39S,NEUTRAL,0.698511004447937,0.024266371503472328,0.698511004447937,0.2772226333618164
NBC News,M0IZZcH8W-I,U.S. extreme skier Jim Morrison climbs the North Face of Mount Everest before skiing back down,2025-10-30T19:52:31Z,10120,91,9,PT48S,NEUTRAL,0.8984333872795105,0.09392718970775604,0.8984333872795105,0.007639418821781874
NBC News,z5inaL1iXK4,How Assemblies of God churches allegedly shielded predators as they abused children,2025-10-30T19:28:08Z,187160,3190,1073,PT4M57S,NEGATIVE,0.676396906375885,0.010504482313990593,0.31309857964515686,0.676396906375885
NBC News,-V4DXHtWum4,DHS Secretary Kristi Noem denies request to pause ICE operations in Chicago for Halloween,2025-10-30T18:36:41Z,2722,13,23,PT26S,NEUTRAL,0.6470338702201843,0.01142841950058937,0.6470338702201843,0.3415377140045166
NBC News,EQWvKXK0L9c,Why Zohran Mamdani's focus is on the Bronx right before the NYC mayoral election,2025-10-30T18:30:11Z,16133,457,47,PT1M18S,NEUTRAL,0.8583206534385681,0.04557210952043533,0.8583206534385681,0.09610720723867416
NBC News,Dou45-GJqT4,Key takeaways from Trump's meeting with Chinese President Xi,2025-10-30T17:31:46Z,13179,71,18,PT56S,NEUTRAL,0.8653572797775269,0.11358589679002762,0.8653572797775269,0.021056879311800003
NBC News,WN1uhdBkCfc,Former teacher testifies about being shot by 6-year-old,2025-10-30T17:28:52Z,5327,66,4,PT22S,NEGATIVE,0.6280496120452881,0.011748229153454304,0.36020219326019287,0.6280496120452881
NBC News,_52haW01hZk,Virginia teacher shot by first grade student takes the stand in civil trial,2025-10-30T17:02:42Z,16867,88,31,PT3M34S,NEUTRAL,0.7571223378181458,0.02250632643699646,0.7571223378181458,0.2203713208436966
NBC News,nNXYhPITpDg,DOJ indicts Kat Abughazaleh for ICE protests,2025-10-30T17:00:08Z,4782,72,63,PT33S,NEUTRAL,0.5823529362678528,0.01732436753809452,0.5823529362678528,0.40032267570495605
NBC News,yToOwcBVx2k,Trader Joe’s tote bags become increasingly popular overseas,2025-10-30T15:38:17Z,6641,81,4,PT48S,NEUTRAL,0.5572928786277771,0.42982444167137146,0.5572928786277771,0.01288264337927103
NBC News,jnnNK3i7O5c,Trump jokes about the turbulence on Air Force One during a gaggle with reporters,2025-10-30T14:56:58Z,8473,72,22,PT35S,NEUTRAL,0.8332657814025879,0.07731692492961884,0.8332657814025879,0.08941736072301865
NBC News,HnCH7npI6nY,Morning News NOW Full Episode – Oct. 30,2025-10-30T14:49:49Z,54179,243,13,PT1H35M4S,NEUTRAL,0.9212000370025635,0.0744280144572258,0.9212000370025635,0.004371947608888149
NBC News,vRH_qfWaTgI,"Images of Sudan taken from space show stains resembling blood, researchers say",2025-10-30T14:31:54Z,150609,842,147,PT16S,NEUTRAL,0.5880269408226013,0.010461011901497841,0.5880269408226013,0.4015120565891266
NBC News,YHsNfiQU2C0,Daring rescues as fire engulfs assisted living facility,2025-10-30T14:22:48Z,642,13,0,PT39S,NEUTRAL,0.48999157547950745,0.026883898302912712,0.48999157547950745,0.4831245243549347
NBC News,1hDDct6uw3k,Pet monkey escapes its owner in Texas Halloween store,2025-10-30T14:17:02Z,1328,17,1,PT50S,NEUTRAL,0.7938212156295776,0.12932363152503967,0.7938212156295776,0.0768551230430603
NBC News,YvlMxHcnv0c,5 new suspects arrested in Louvre heist,2025-10-30T14:14:16Z,5016,42,3,PT27S,NEUTRAL,0.7743427753448486,0.03807368874549866,0.7743427753448486,0.18758349120616913
NBC News,vFWPl0vM2vY,At least 36 people dead after Hurricane Melissa batters Caribbean islands,2025-10-30T13:24:27Z,411032,1893,260,PT7M24S,NEGATIVE,0.7753198742866516,0.008331411518156528,0.21634872257709503,0.7753198742866516
NBC News,whrMlMHnQz8,This Morning’s Top Headlines – Oct. 30 | Morning News NOW,2025-10-30T12:26:41Z,107367,513,165,PT26M48S,NEUTRAL,0.9168670177459717,0.0789712518453598,0.9168670177459717,0.004161728546023369
NBC News,7PSQTaltElE,Vance takes questions on immigration from students,2025-10-30T12:12:08Z,3669,22,3,PT42S,NEUTRAL,0.9474645853042603,0.040989480912685394,0.9474645853042603,0.01154597569257021
NBC News,9-pM2jo2gS4,U.S. military carries out strike on suspected drugs boat in eastern Pacific Ocean,2025-10-30T12:01:44Z,19445,155,49,PT31S,NEUTRAL,0.6341221928596497,0.014395232312381268,0.6341221928596497,0.3514825701713562
NBC News,B1ku8eW6HgE,Firefighters rescue dog stranded on California cliff,2025-10-30T11:51:58Z,51067,1568,82,PT45S,NEUTRAL,0.7626079320907593,0.04775462672114372,0.7626079320907593,0.18963748216629028
NBC News,kF3qaBotFJw,Trump hails 'amazing' meeting with China's President Xi,2025-10-30T11:49:35Z,7071,52,10,PT41S,POSITIVE,0.9464897513389587,0.9464897513389587,0.05044425651431084,0.0030659232288599014
NBC News,vz_6kIwMvN0,Pet monkey escapes its owner in Texas Halloween store,2025-10-30T07:37:20Z,16061,87,15,PT1M52S,NEUTRAL,0.7938212156295776,0.12932342290878296,0.7938212156295776,0.07685533910989761
NBC News,Iph9vGGsx8c,Trump orders U.S. to begin testing nuclear weapons,2025-10-30T04:42:19Z,114604,714,1135,PT48S,NEUTRAL,0.7986207008361816,0.028314530849456787,0.7986207008361816,0.17306476831436157
NBC News,g6edytZ64yo,Special Report: Trump meets with Chinese President Xi,2025-10-30T03:42:25Z,156638,1290,398,PT25M14S,NEUTRAL,0.9344915151596069,0.03380841761827469,0.9344915151596069,0.03170010820031166
NBC News,d57k36rMn6M,Trump orders U.S. to begin testing nuclear weapons,2025-10-30T03:32:19Z,103563,935,1052,PT3M31S,NEUTRAL,0.7986207008361816,0.028314530849456787,0.7986207008361816,0.17306476831436157
NBC News,6m3dF1p_z2o,Dramatic video shows firefighters rescuing dog stranded on cliffside,2025-10-30T03:30:11Z,2083,89,8,PT54S,NEUTRAL,0.750450611114502,0.06954403966665268,0.750450611114502,0.18000537157058716
NBC News,QGLhTnD83VE,Trump says it's an 'honor' to be with Xi as meeting begins,2025-10-30T03:15:01Z,8551,61,39,PT5M31S,POSITIVE,0.5564361810684204,0.5564361810684204,0.43452268838882446,0.009041080251336098
NBC News,lfHddUIWozk,Police raid in Brazil leaves more than 100 people dead,2025-10-30T03:02:12Z,215154,1777,725,PT2M48S,NEGATIVE,0.8678658604621887,0.0069486228749156,0.1251855492591858,0.8678658604621887
NBC News,RDt5Hyh1hIM,Exploring TikTok's latest health trends,2025-10-30T02:47:57Z,2650,22,4,PT5M34S,NEUTRAL,0.8936862349510193,0.08723225444555283,0.8936862349510193,0.019081519916653633
NBC News,XYpnVXXvQbo,Trump meets with Chinese President Xi Jinping,2025-10-30T02:41:46Z,117276,1051,162,PT30S,NEUTRAL,0.9248575568199158,0.0480925515294075,0.9248575568199158,0.027049843221902847
NBC News,_0WOcD55Vac,How one organization is racing to get Hurricane Melissa aid to Jamaica,2025-10-30T02:41:28Z,42711,1210,84,PT1M40S,NEUTRAL,0.8015285134315491,0.03783503174781799,0.8015285134315491,0.16063643991947174
CBS News,kyHbMZ9au08,Six-time marathon runner and blind athlete on competing in NYC Marathon,2025-10-31T23:11:20Z,1471,13,1,PT3M46S,NEUTRAL,0.7511932849884033,0.24024656414985657,0.7511932849884033,0.008560123853385448
CBS News,-cXQh9T2oJM,"American toymaker says Trump tariffs on China have been ""a real rollercoaster""",2025-10-31T23:10:29Z,20175,38,23,PT4M34S,NEUTRAL,0.6442948579788208,0.04286237061023712,0.6442948579788208,0.3128427565097809
CBS News,wKPkhxPo69s,"True-crime investigations about lethal wounds | ""48 Hours"" Full Episodes",2025-10-31T23:01:25Z,114569,1064,129,PT2H5M37S,NEUTRAL,0.8845556974411011,0.02291816659271717,0.8845556974411011,0.09252611547708511
CBS News,Re0ZwQtgDYo,"The cost of globalization, according to journalist David J. Lynch",2025-10-31T22:39:53Z,2757,29,3,PT5M40S,NEUTRAL,0.898841381072998,0.02652817778289318,0.898841381072998,0.07463043928146362
CBS News,CdBKUwFOG94,Could Democrats win big in November 2025 elections?,2025-10-31T22:37:52Z,73302,609,561,PT5M56S,NEUTRAL,0.653553307056427,0.335415780544281,0.653553307056427,0.01103082112967968
CBS News,rjmeICXen4w,"Easterseals CEO warns of ""existential crisis"" if SNAP funding runs out",2025-10-31T22:26:57Z,3455,41,23,PT5M9S,NEGATIVE,0.7604788541793823,0.013211145997047424,0.22631002962589264,0.7604788541793823
CBS News,bH4arS6Q-so,"Breaking down the elections in New York, New Jersey, Virginia and California",2025-10-31T22:26:16Z,108638,603,234,PT9M11S,NEUTRAL,0.9468196630477905,0.03724544495344162,0.9468196630477905,0.015934934839606285
CBS News,XnxhMedK-EQ,"Food bank executive says they're ""very much"" feeling strain from shutdown",2025-10-31T22:04:38Z,3085,35,16,PT4M17S,NEGATIVE,0.5017915964126587,0.024244781583547592,0.47396358847618103,0.5017915964126587
CBS News,hygV-S92oqw,Government shutdown reaches Day 31 with SNAP recipients fearful of what comes next,2025-10-31T22:04:37Z,23671,157,103,PT5M46S,NEGATIVE,0.8403329849243164,0.010013137944042683,0.14965388178825378,0.8403329849243164
CBS News,UR4AwKBOVPQ,Mississippi Delta officers charged in drug trafficking bribery scheme,2025-10-31T21:56:30Z,122686,231,126,PT3M9S,NEGATIVE,0.6558356881141663,0.013275536708533764,0.3308887183666229,0.6558356881141663
CBS News,hW7H8t6-wt0,Judges say Trump administration must pay some SNAP benefits during government shutdown,2025-10-31T19:18:51Z,235348,879,921,PT3M3S,NEUTRAL,0.8256886601448059,0.052075304090976715,0.8256886601448059,0.12223602086305618
CBS News,sBKXq6ZJMOo,"FBI arrests 5 people, including teens, for allegedly plotting a ""potential terrorist attack""",2025-10-31T18:19:40Z,42138,545,440,PT6M3S,NEGATIVE,0.6176691651344299,0.00928803812712431,0.3730427324771881,0.6176691651344299
CBS News,D0ZYpsb9qtE,Hamas hands over more Israeli hostage remains as U.S. officials tour Gaza Strip,2025-10-31T18:06:46Z,29595,122,101,PT1M49S,NEUTRAL,0.4963986575603485,0.009790686890482903,0.4963986575603485,0.4938106834888458
CBS News,CW8YnNoHKJM,How ending the Senate filibuster could impact Democrats and Republicans,2025-10-31T18:00:41Z,31651,373,294,PT6M56S,NEUTRAL,0.866378903388977,0.0778292641043663,0.866378903388977,0.05579182133078575
CBS News,kR6_LRUgrzw,Can the Blue Jays win the World Series against the Dodgers and the legendary Ohtani?,2025-10-31T16:56:31Z,11134,19,12,PT3M42S,NEUTRAL,0.728363573551178,0.26353731751441956,0.728363573551178,0.008099086582660675
CBS News,K1SHDRnT50o,American airports face travel chaos as government shutdown continues,2025-10-31T16:41:56Z,162742,168,125,PT2M44S,NEGATIVE,0.781085193157196,0.010362781584262848,0.20855209231376648,0.781085193157196
CBS News,kkR3eaBDD50,Are Trump's China trade agreements enough for struggling American farmers?,2025-10-31T16:27:22Z,15235,34,38,PT2M54S,NEGATIVE,0.5592268109321594,0.02703850157558918,0.41373470425605774,0.5592268109321594
CBS News,JQ1fSNqJmIE,Prince Andrew is now Andrew Mountbatten Windsor after losing titles over lingering Epstein claims,2025-10-31T16:04:29Z,23786,213,158,PT3M39S,NEUTRAL,0.6720969676971436,0.0173506923019886,0.6720969676971436,0.31055235862731934
CBS News,02_9ma7Ueg0,Haiti digs out from Hurricane Melissa destruction,2025-10-31T15:49:29Z,282730,318,108,PT3M3S,NEUTRAL,0.7001345753669739,0.055257510393857956,0.7001345753669739,0.24460788071155548
CBS News,yp_Cad7qFxU,"Patel says FBI stopped a potential ""terror attack"" in Michigan",2025-10-31T14:35:03Z,39933,205,231,PT2M1S,NEUTRAL,0.790827214717865,0.030090810731053352,0.790827214717865,0.17908193171024323
CBS News,otqzHlPYjVo,Man running New York City Marathon 2 years after getting heart transplant,2025-10-31T14:18:53Z,1144,13,3,PT4M52S,NEUTRAL,0.8230034708976746,0.13834530115127563,0.8230034708976746,0.038651242852211
CBS News,6TdHr6ryu_E,Government shutdown may affect learning centers that feed children from low-income families,2025-10-31T14:11:39Z,58633,22,19,PT3M7S,NEGATIVE,0.5355878472328186,0.020283011719584465,0.44412916898727417,0.5355878472328186
CBS News,8Os1gZ5J9IA,Dozens dead after Hurricane Melissa slams Caribbean,2025-10-31T14:09:37Z,24809,150,17,PT2M55S,NEGATIVE,0.6438616514205933,0.013438348658382893,0.3427000045776367,0.6438616514205933
CBS News,hAtPswR8Bn4,China set to launch Shenzhou 21 space mission today,2025-10-31T13:48:45Z,7354,108,54,PT3M54S,NEUTRAL,0.8469751477241516,0.14473223686218262,0.8469751477241516,0.008292539976537228
CBS News,VwcF3dEv3XY,World reacts after Prince Andrew is stripped of titles and home as Epstein controversy persists,2025-10-31T13:38:25Z,24825,421,198,PT3M22S,NEGATIVE,0.6103268265724182,0.012497267685830593,0.3771759271621704,0.6103268265724182
CBS News,OUC8FdwxRvg,Trump wants Senate Republicans to scrap the filibuster to end the government shutdown,2025-10-31T13:35:00Z,148490,1196,1177,PT4M1S,NEUTRAL,0.6820828318595886,0.047505948692560196,0.6820828318595886,0.2704111933708191
CBS News,U8aijc7ke34,"Elijah Wood surprises couple during ""Lord of the Rings""-themed wedding #shorts",2025-10-31T03:56:21Z,13026,263,9,PT46S,NEUTRAL,0.544388473033905,0.4517807066440582,0.544388473033905,0.003830860834568739
CBS News,nHNqgPKkNFA,Former Virginia teacher who was shot by a 6-year-old student testifies on 2023 incident #shorts,2025-10-31T03:55:09Z,27448,489,30,PT1M10S,NEGATIVE,0.6089128851890564,0.009771604090929031,0.38131555914878845,0.6089128851890564
CBS News,e1caqFOS2i0,Trumps hand out candy bars to trick-or-treaters at White House Halloween celebration #shorts,2025-10-31T03:54:35Z,44459,353,189,PT12S,NEUTRAL,0.7458924651145935,0.19209671020507812,0.7458924651145935,0.06201086565852165
CBS News,qD7fCj0Vwak,Advocate for Sonya Massey’s family says she feels sorry for Sean Grayson’s family #shorts,2025-10-31T03:53:54Z,13260,109,4,PT2M4S,NEGATIVE,0.49570736289024353,0.018827339634299278,0.48546522855758667,0.49570736289024353
CBS News,ZbRgUMwjVbA,Detroit police officer left judge in disbelief after appearing in his boxers on Zoom hearing #shorts,2025-10-31T03:53:11Z,37242,338,21,PT36S,NEUTRAL,0.540791392326355,0.016922567039728165,0.540791392326355,0.44228601455688477
CBS News,KNu27HbVMjg,Videos show flooding in NYC,2025-10-31T02:15:03Z,24169,145,29,PT8M39S,NEUTRAL,0.8777056932449341,0.030143003910779953,0.8777056932449341,0.09215133637189865
CBS News,QG0Lso4sZa4,Hurricane Melissa's destruction across the Caribbean seen in new videos,2025-10-31T01:36:26Z,144702,854,98,PT23M50S,NEUTRAL,0.5380024313926697,0.021237825974822044,0.5380024313926697,0.4407597780227661
CBS News,qnLh7ZVf3qU,Meta stock falls over 10% after commitment to raise AI spending,2025-10-31T01:04:45Z,4753,41,16,PT4M3S,NEGATIVE,0.7007448673248291,0.01425816398113966,0.28499695658683777,0.7007448673248291
CBS News,25IQHpVuE14,Head Start child program funding to lapse on Nov. 1 amid shutdown,2025-10-31T00:33:46Z,4476,21,9,PT2M44S,NEGATIVE,0.6022995710372925,0.010707670822739601,0.3869926929473877,0.6022995710372925
CBS News,xSoUd24ejns,KPop Demon Hunters dominate Halloween 2025,2025-10-31T00:05:15Z,147137,3224,338,PT2M36S,NEUTRAL,0.7584624290466309,0.14957918226718903,0.7584624290466309,0.09195840358734131
CBS News,PBk1pk0EU5E,"Trump orders resumption of nuclear weapons tests, Day 30 of government shutdown, more | The Takeout",2025-10-30T23:53:22Z,4796,39,29,PT43M45S,NEUTRAL,0.6612590551376343,0.020152004435658455,0.6612590551376343,0.3185889422893524
CBS News,ms-wNzbiC0M,How Trump's new tariff rate on China will impact consumers,2025-10-30T23:42:37Z,3930,28,11,PT4M13S,NEUTRAL,0.6419196128845215,0.03332103043794632,0.6419196128845215,0.3247593641281128
CBS News,Sh7twwYVrfc,How a SNAP funding lapse will affect Americans,2025-10-30T22:48:45Z,101611,719,1247,PT5M3S,NEGATIVE,0.4902636408805847,0.02260402962565422,0.48713237047195435,0.4902636408805847
CBS News,gzIrXhT-8XY,Government shutdown reaches Day 30 ahead of pivotal Nov. 1 deadline for SNAP benefits,2025-10-30T22:42:49Z,12592,95,39,PT5M34S,NEGATIVE,0.5748869180679321,0.020352423191070557,0.4047606289386749,0.5748869180679321
CBS News,-pIj4UZPnIg,Furloughed IRS employee opens hot dog stand amid shutdown,2025-10-30T22:42:21Z,333085,806,285,PT4M38S,NEUTRAL,0.5785278677940369,0.022552642971277237,0.5785278677940369,0.3989195227622986
CBS News,UaTFoPSm9zM,"New York City early vote count blows past 400,000 mark",2025-10-30T22:27:38Z,46237,364,254,PT2M46S,NEUTRAL,0.5768958330154419,0.0214671790599823,0.5768958330154419,0.4016369581222534
CBS News,bSQYDsRL3iA,"Rep. María Salazar on alleged drug boat strikes: ""It was about time""",2025-10-30T22:24:35Z,47036,75,123,PT9M24S,NEUTRAL,0.5228865742683411,0.018045876175165176,0.5228865742683411,0.45906755328178406
CBS News,QGQ1eVr5qPQ,"Pentagon orders state National Guards to form ""quick reaction forces"" for deployments",2025-10-30T22:24:28Z,217760,198,194,PT2M39S,NEUTRAL,0.8790159225463867,0.03453042730689049,0.8790159225463867,0.0864536315202713
CBS News,tWh-4FIz438,"Aviation experts tell White House things are ""hitting a breaking point"" as shutdown drags on",2025-10-30T21:59:45Z,8076,81,37,PT6M49S,NEGATIVE,0.554381787776947,0.017603015527129173,0.42801520228385925,0.554381787776947
CBS News,mSQJO5r8Bew,What happened during Trump's meeting with Xi Jinping,2025-10-30T21:53:36Z,13358,75,34,PT3M14S,NEUTRAL,0.9444623589515686,0.025472057983279228,0.9444623589515686,0.030065588653087616
CBS News,xJ_JJIjgKyk,Trump ending decades-long pause on nuclear weapons testing,2025-10-30T21:49:14Z,7617,46,48,PT4M29S,NEUTRAL,0.657802164554596,0.03207721933722496,0.657802164554596,0.3101206123828888
CBS News,i-9wgFJuXM0,Taylor Taranto sentenced for Obama threat,2025-10-30T21:35:43Z,142295,108,87,PT3M39S,NEUTRAL,0.5466331243515015,0.019767289981245995,0.5466331243515015,0.4335996210575104
CBS News,Zg_GkdaDjWc,Aid flights sent from Florida for Hurricane Melissa victims in Jamaica,2025-10-30T20:51:12Z,15775,136,31,PT3M12S,NEUTRAL,0.9028120040893555,0.06611552834510803,0.9028120040893555,0.031072411686182022
CBS News,r0EjIihhCg4,Authorities arrest 5 people linked to overdose death of Robert De Niro's grandson,2025-10-30T20:46:37Z,243182,3578,1315,PT5M13S,NEUTRAL,0.6101592779159546,0.014092579483985901,0.6101592779159546,0.3757481575012207
CBS News,VUXPODsKF3g,"Prince Andrew loses royal titles, Royal Lodge lease",2025-10-30T20:29:13Z,9035,114,54,PT1M26S,NEUTRAL,0.5833451151847839,0.016678152605891228,0.5833451151847839,0.3999767303466797
CBS News,LKHza9tOGvk,"Trump orders Pentagon to resume testing nuclear weapons ""immediately""",2025-10-30T18:52:27Z,8631,59,77,PT2M37S,NEUTRAL,0.802060604095459,0.03517444059252739,0.802060604095459,0.16276496648788452
CBS News,_lrJvDSlxqI,Treasury Secretary Scott Bessent says China approved TikTok transfer deal,2025-10-30T18:47:24Z,1634,13,4,PT3M43S,NEUTRAL,0.9306026697158813,0.05433362349867821,0.9306026697158813,0.015063676983118057
CBS News,ZEB-vA5R54I,Former first grade teacher shot by 6-year-old testifies in civil trial,2025-10-30T18:30:47Z,74423,154,98,PT3M25S,NEGATIVE,0.519721269607544,0.016090914607048035,0.4641878306865692,0.519721269607544
CBS News,Ikatd2eXks8,House lawmakers told their paychecks are delayed until government reopens,2025-10-30T18:21:40Z,549493,4187,1629,PT3M43S,NEGATIVE,0.5448550581932068,0.016138819977641106,0.43900609016418457,0.5448550581932068
CBS News,45iv11PeDBA,"Trump slashes China tariffs, says ""we have a deal"" after meeting with Xi Jinping",2025-10-30T17:52:32Z,163723,738,894,PT7M37S,NEUTRAL,0.8093776702880859,0.15979954600334167,0.8093776702880859,0.030822796747088432
CBS News,jWUzJ4QJ6cM,Behind Trump's order to the Pentagon on nuclear weapons testing,2025-10-30T17:17:33Z,20887,89,126,PT4M19S,NEUTRAL,0.8474387526512146,0.026305580511689186,0.8474387526512146,0.12625569105148315
CBS News,Gx3c61mGeck,"Johnson says on Saturday ""things are going to become very dark"" when shutdown SNAP lapse begins",2025-10-30T17:11:42Z,314707,515,571,PT3M48S,NEGATIVE,0.7242075800895691,0.007687406614422798,0.26810500025749207,0.7242075800895691
CBS News,K7kEHiZNF2s,More than 100 dead in Brazil after violent raids during massive drug bust,2025-10-30T17:03:36Z,44940,288,161,PT2M9S,NEGATIVE,0.8856013417243958,0.005969855934381485,0.10842878371477127,0.8856013417243958
CBS News,NV_TCiIrip8,New polling shows Mamdani's hefty lead in the NYC mayoral race,2025-10-30T16:56:05Z,53875,584,428,PT5M36S,NEUTRAL,0.7983245849609375,0.19471509754657745,0.7983245849609375,0.006960348226130009
CBS News,tFbcfxdArA0,Pressure mounts on Hamas to return hostage remains,2025-10-30T16:44:18Z,6359,37,8,PT2M5S,NEUTRAL,0.5169052481651306,0.014199203811585903,0.5169052481651306,0.4688955843448639
CBS News,X-_vk4tdKOY,Breaking down Trump's comments on resuming nuclear weapons testing,2025-10-30T15:45:30Z,11186,40,37,PT3M40S,NEUTRAL,0.7018100619316101,0.013857411220669746,0.7018100619316101,0.2843325436115265
CBS News,zphdf-ypwf4,Democrats and Republicans holding more bipartisan talks on government shutdown solutions,2025-10-30T14:53:57Z,146436,225,212,PT3M15S,NEUTRAL,0.7167060971260071,0.26661622524261475,0.7167060971260071,0.016677627339959145
CBS News,3QN_Wg8swGM,Sonya Massey's family says Sean Grayson's mother apologized for her son's actions,2025-10-30T14:37:34Z,24866,391,204,PT4M16S,NEUTRAL,0.8798301815986633,0.0657634511590004,0.8798301815986633,0.05440636724233627
CBS News,IDPfRn-nY8s,Video shows massive damage in Jamaica from Hurricane Melissa,2025-10-30T14:32:21Z,29614,96,19,PT2M3S,NEGATIVE,0.8292028307914734,0.008439022116363049,0.1623581349849701,0.8292028307914734
CBS News,KAkXvypdys8,Trump says he got assurances from China on soybeans and other U.S. goods for trade,2025-10-30T14:14:41Z,59001,92,145,PT3M38S,NEUTRAL,0.6753817796707153,0.3152049481868744,0.6753817796707153,0.009413285180926323
CBS News,9Eh89DTA-uQ,Vance calls for reduction in legal immigration at Turning Point USA event,2025-10-30T14:02:41Z,129876,65,118,PT3M57S,NEUTRAL,0.9168455004692078,0.058495014905929565,0.9168455004692078,0.024659480899572372
CBS News,MYUUdlqrLns,Trump administration admits National Guard was sent to Portland after judge's order,2025-10-30T13:46:19Z,21681,218,163,PT2M3S,NEUTRAL,0.7640829086303711,0.026594454422593117,0.7640829086303711,0.20932261645793915
CBS News,Ca6_8kTGZXQ,5 more suspects arrested in Louvre Museum jewelry heist investigation,2025-10-30T13:39:35Z,9200,29,12,PT2M13S,NEUTRAL,0.7306533455848694,0.02883693389594555,0.7306533455848694,0.24050970375537872
CBS News,kq6avtTMTWQ,More than 42 million Americans who receive SNAP benefits set to lose them Saturday,2025-10-30T13:28:34Z,31462,519,531,PT4M3S,NEGATIVE,0.6432362198829651,0.015985751524567604,0.34077802300453186,0.6432362198829651
CBS News,7mFP6qv8710,"Trump boasts about ""amazing"" meeting with China's Xi Jinping but no trade deal signed",2025-10-30T13:14:49Z,2739,85,49,PT3M23S,NEUTRAL,0.5893515944480896,0.34783682227134705,0.5893515944480896,0.06281158328056335
CBS News,XOBfPAMbydU,"Trump, Xi Jinping meet face-to-face in South Korea over trade | Special Report",2025-10-30T02:38:39Z,6603,49,28,PT3M45S,NEUTRAL,0.9525313973426819,0.03089834749698639,0.9525313973426819,0.01657026633620262
CBS News,zE2E5d5NpCo,What we know about Sean Grayson's guilty verdict in Sonya Massey murder case,2025-10-30T01:45:10Z,17134,154,173,PT26M25S,NEUTRAL,0.8629182577133179,0.01915832981467247,0.8629182577133179,0.11792340874671936
CBS News,23dblkoOVkg,"""It was monkeys everywhere"": Journalist recalls going to site of crash where monkeys escaped #shorts",2025-10-30T01:34:55Z,24747,1314,77,PT2M33S,NEUTRAL,0.6495435833930969,0.02746623009443283,0.6495435833930969,0.32299017906188965
CBS News,oohhX_f16m0,Federal Reserve cuts interest rates by 0.25 percentage points amid weaker labor market #shorts,2025-10-30T01:34:13Z,11807,63,4,PT2M5S,NEUTRAL,0.6874597668647766,0.03161042928695679,0.6874597668647766,0.2809297740459442
CBS News,xZ9W0nfRW2U,GOP congressman says Speaker Johnson should call House lawmakers back amid ongoing shutdown #shorts,2025-10-30T01:33:24Z,96856,599,86,PT1M32S,NEUTRAL,0.9382748603820801,0.026505330577492714,0.9382748603820801,0.03521978482604027
CBS News,gLOpv3H6TiY,"SNAP recipient says benefits mean ""everything to me"" as cuts loom #shorts",2025-10-30T01:32:47Z,18398,510,90,PT2M29S,POSITIVE,0.5551843643188477,0.5551843643188477,0.4205276668071747,0.02428799495100975
CBS News,ZQ9afPir6E0,Hurricane Melissa heads to the Bahamas after tearing across Jamaica and Cuba #shorts,2025-10-30T01:30:55Z,22728,172,6,PT1M25S,NEUTRAL,0.7256104946136475,0.022996198385953903,0.7256104946136475,0.25139328837394714
